Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1789441914,447399939,29,0,0,0,0.00,6.12
1789441915,447406117,33,0,0,0,0.00,6.12
1789441916,447412295,38,0,0,0,0.00,7.92
1789441917,447398472,20,0,0,0,0.00,8.82
1789441918,447400648,30,1,2,0,0.00,6.12
1789441919,447417824,29,1,1,0,0.00,7.92
1789441920,447404000,32,0,0,0,0.00,9.90
1789441921,447414175,32,1,1,0,0.00,3.12
1789441922,447424349,33,0,0,0,0.00,4.12
1789441923,447403524,24,0,0,0,0.00,5.15
1789441924,447407697,47,0,0,0,0.00,12.00
1789441925,447421870,28,0,0,0,0.00,5.21
1789441926,447402043,71,0,0,0,0.00,19.23
1789441927,447414215,45,0,0,0,0.00,6.19
1789441928,447433387,38,0,0,0,0.00,6.12
1789441929,447429558,36,0,0,0,0.00,9.18
1789441930,447428729,20,0,0,0,0.00,6.93
1789441931,447404899,44,0,0,0,0.00,6.32
1789441932,447411069,34,0,0,0,0.00,8.91
1789441933,447396239,40,1,1,0,0.00,8.00
1789441934,447403407,39,1,1,0,0.00,5.21
1789441935,447406576,40,1,1,0,0.00,9.18
1789441936,447405744,41,0,0,0,0.00,3.23
1789441937,447444911,36,0,0,0,0.00,7.14
1789441938,447533077,42,1,1,0,0.00,6.32
1789441939,447416245,34,2,2,0,0.00,5.10
1789441940,447405411,34,0,0,0,0.00,6.25
1789441941,447389577,42,1,1,0,0.00,12.87
1789441942,447405742,20,0,0,0,0.00,6.00
1789441943,447428906,39,0,0,0,0.00,9.09
1789441944,447431070,32,0,0,0,0.00,4.12
1789441945,447401234,40,1,1,0,0.00,7.00
1789441946,447400398,37,0,0,0,0.00,8.16
1789441947,447410561,32,1,1,0,0.00,7.14
1789441948,447423723,36,0,0,0,0.00,7.22
1789441949,447404885,34,1,0,0,0.00,8.16
1789441950,447406046,18,1,1,0,0.00,3.06
1789441951,447406208,47,0,0,0,0.00,7.92
1789441952,447398368,47,0,0,0,0.00,14.42
1789441953,447415528,40,0,0,0,0.00,9.28
1789441954,447407688,39,0,1,0,0.00,10.10
1789441955,447401847,31,0,0,0,0.00,5.15
1789441956,447432006,36,0,0,0,0.00,5.15
1789441957,447403164,49,0,0,0,0.00,7.14
1789441958,447405322,26,2,3,0,0.00,6.12
1789441959,447401480,37,0,1,0,0.00,10.00
1789441960,447419636,33,0,0,0,0.00,4.17
1789441961,447409793,27,0,0,0,0.00,5.10
1789441962,447432949,31,0,0,0,0.00,5.10
1789441963,447406105,53,0,0,0,0.00,10.10
1789441964,447410260,33,1,1,0,0.00,6.19
1789441965,447401415,32,0,0,0,0.00,7.29
1789441966,447421569,45,1,1,0,0.00,8.25
1789441967,447403723,33,1,1,0,0.00,8.08
1789441968,447411876,34,0,0,0,0.00,7.00
1789441969,447416029,38,0,0,0,0.00,9.80
1789441970,447407182,30,1,1,0,0.00,5.15
1789441971,447420334,36,0,0,0,0.00,7.22
1789441972,447399486,38,0,0,0,0.00,7.22
1789441973,447408637,38,1,1,0,0.00,8.08
1789441974,447431788,28,0,0,0,0.00,5.05
1789441975,447404938,45,0,0,0,0.00,5.15
1789441976,447404088,39,0,0,0,0.00,6.32
1789441977,447401238,33,0,0,0,0.00,7.22
1789441978,447408387,48,0,0,0,0.00,13.73
1789441979,447422536,29,1,1,0,0.00,6.12
1789441980,447432684,26,0,0,0,0.00,5.05
1789441981,447401832,40,0,0,0,0.00,9.00
1789441982,447420979,22,0,0,0,0.00,6.06
1789441983,447415126,19,0,0,0,0.00,4.08
1789441984,447414273,49,0,0,0,0.00,9.09
1789441985,447432418,30,0,0,0,0.00,6.06
1789441986,447392565,67,1,1,0,0.00,12.12
1789441987,447639708,37,0,0,0,0.00,5.26
1789441988,447409854,36,0,0,0,0.00,6.12
1789441989,447399999,37,0,0,0,0.00,9.09
1789441990,447397143,34,0,0,0,0.00,6.12
1789441991,447423286,24,0,0,0,0.00,3.09
1789441992,447394430,61,0,0,0,0.00,11.11
1789441993,447406572,34,0,0,0,0.00,10.00
1789441994,447411715,37,0,0,0,0.00,8.16
1789441995,447405857,37,0,0,0,0.00,6.25
1789441996,447416998,28,1,1,0,0.00,8.00
1789441997,447434139,25,0,0,0,0.00,4.08
1789441998,447404280,39,0,0,0,0.00,8.00
1789441999,447405420,34,0,0,0,0.00,6.19
1789442000,447428560,24,0,0,0,0.00,5.05
1789442001,447429699,32,0,0,0,0.00,5.21
1789442002,447405838,29,0,0,0,0.00,6.12
1789442003,447405977,25,0,0,0,0.00,7.84
1789442004,447405115,28,0,0,0,0.00,3.12
1789442005,447424253,30,0,0,0,0.00,6.12
1789442006,447417390,28,1,1,0,0.00,7.00
1789442007,447404527,33,0,0,0,0.00,5.26
1789442008,447400664,31,0,0,0,0.00,7.92
1789442009,447429800,20,0,0,0,0.00,5.94
