Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1789419715,447417007,34,0,0,0,0.00,8.16
1789419716,447402087,59,0,0,0,0.00,12.12
1789419717,447392237,80,0,0,0,0.00,15.15
1789419718,447405451,45,0,1,0,0.00,11.00
1789419719,447416732,60,0,0,0,0.00,8.33
1789419720,447406079,50,0,0,0,0.00,9.28
1789419721,447423492,41,0,0,0,0.00,8.16
1789419722,447405971,43,0,0,0,0.00,6.06
1789419723,447405515,37,0,0,0,0.00,9.18
1789419724,447403124,61,0,0,0,0.00,15.69
1789419725,447419798,46,1,1,0,0.00,13.73
1789419726,447427537,85,0,0,0,0.00,15.46
1789419727,447418341,82,0,0,0,0.00,9.57
1789419728,447400211,73,0,0,0,0.00,14.85
1789419729,447409144,63,0,1,0,0.00,18.10
1789419730,447410142,50,0,0,0,0.00,7.37
1789419731,447415204,42,2,2,0,0.00,10.10
1789419732,447407331,71,0,1,0,0.00,13.27
1789419733,447418521,59,0,0,0,0.00,8.25
1789419734,447410776,54,0,1,0,0.00,12.12
1789419735,447399095,46,0,0,0,0.00,13.59
1789419736,447415476,61,0,1,0,0.00,15.00
1789419737,447422921,47,1,1,0,0.00,9.28
1789419738,447396432,55,0,0,0,0.00,12.12
1789419739,447422997,47,0,0,0,0.00,8.00
1789419740,447422632,57,0,0,0,0.00,10.31
1789419741,447398332,48,0,0,0,0.00,10.20
1789419742,447578086,64,2,2,0,1.56,12.37
1789419743,447403918,46,1,1,0,0.00,9.28
1789419744,447391806,60,0,0,0,0.00,6.45
1789419745,447400756,51,0,0,0,0.00,8.91
1789419746,447404768,58,1,1,0,0.00,11.46
1789419747,447390843,47,0,0,0,0.00,10.20
1789419748,447398980,79,0,0,0,0.00,15.15
1789419749,447400179,40,0,0,0,0.00,8.25
1789419750,447395440,95,1,1,0,0.00,11.34
1789419751,447402760,88,1,1,0,0.00,9.00
1789419752,448864077,89,1,1,0,1.56,17.65
1789419753,447391592,79,0,0,0,0.00,14.29
1789419754,447406099,111,0,0,0,0.00,17.00
1789419755,447417668,91,0,0,0,0.00,16.16
1789419756,447442297,45,0,0,0,0.00,10.10
1789419757,447392991,44,1,2,0,0.00,11.54
1789419758,447419743,44,1,1,0,0.00,5.32
1789419759,447392558,53,0,0,0,0.00,12.24
1789419760,447405432,42,0,0,0,0.00,6.25
1789419761,447408367,35,0,1,0,0.00,7.22
1789419762,447413362,38,0,0,0,0.00,7.14
1789419763,447399414,42,0,0,0,0.00,8.91
1789419764,447407529,48,1,1,0,0.00,8.25
1789419765,447396706,54,2,2,0,0.00,21.65
1789419766,447416942,54,0,0,0,0.00,23.40
1789419767,447626229,32,0,0,0,0.00,22.45
1789419768,447409596,45,0,0,0,0.00,25.49
1789419769,447401012,52,0,0,0,0.00,25.74
1789419770,447430487,39,1,1,0,0.00,17.20
1789419771,447389024,58,0,0,0,0.00,41.24
1789419772,447412618,37,1,1,0,0.00,10.20
1789419773,447404272,51,0,0,0,0.00,11.11
1789419774,447424983,35,1,1,0,0.00,8.00
1789419775,447402756,55,0,0,0,0.00,10.31
1789419776,447390586,36,0,0,0,0.00,13.59
1789419777,447408475,52,0,0,0,0.00,10.20
1789419778,447412424,48,0,0,0,0.00,7.37
1789419779,447400432,43,0,0,0,0.00,5.32
1789419780,447398497,45,0,0,0,0.00,9.80
1789419781,447402621,40,1,1,0,0.00,9.00
1789419782,447417803,27,0,0,0,0.00,5.05
1789419783,447424043,36,1,2,0,0.00,7.29
1789419784,447407342,62,1,0,0,0.00,12.24
1789419785,447400699,47,1,0,0,0.00,7.22
1789419786,447407111,61,0,0,0,0.00,8.25
1789419787,447391584,70,2,1,0,0.00,15.31
1789419788,447405112,78,0,0,0,0.00,20.39
1789419789,447404699,44,0,0,0,0.00,7.37
1789419790,447393344,40,2,2,0,0.00,6.32
1789419791,447410044,56,0,0,0,0.00,7.53
1789419792,447400802,42,0,0,0,0.00,10.78
1789419793,447425616,32,1,1,0,0.00,8.16
1789419794,447398489,43,2,2,0,0.00,15.24
1789419795,447406418,56,0,0,0,0.00,12.24
1789419796,447400404,42,0,0,0,0.00,11.00
1789419797,447422445,44,0,0,0,0.00,7.29
1789419798,447401544,34,0,0,0,0.00,5.05
1789419799,447401698,52,2,2,0,0.00,10.42
1789419800,447418909,54,1,1,0,0.00,14.71
1789419801,447414176,48,0,0,0,0.00,11.11
1789419802,447427499,36,0,0,0,0.00,8.16
1789419803,447398880,48,0,0,0,0.00,8.33
1789419804,447635304,51,0,0,0,0.00,8.08
1789419805,447406805,46,0,0,0,0.00,7.37
1789419806,447409351,53,0,0,0,0.00,18.27
1789419807,447405953,32,1,1,0,0.00,9.09
1789419808,447422610,45,0,0,0,0.00,8.16
1789419809,447436321,42,0,0,0,0.00,10.10
1789419810,447397090,43,0,0,0,0.00,7.14
1789419811,447402913,45,0,0,0,0.00,8.25
1789419812,447408790,40,1,1,0,0.00,9.09
1789419813,447406722,56,0,0,0,0.00,12.24
1789419814,447406709,44,0,0,0,0.00,11.11
1789419815,447421749,31,1,1,0,0.00,4.12
1789419816,447413844,43,1,1,0,0.00,5.10
1789419817,447405994,52,1,1,0,0.00,11.34
1789419818,447400199,39,0,0,0,0.00,7.22
1789419819,447396458,50,1,2,0,0.00,13.13
1789419820,447403771,57,0,0,0,0.00,11.22
1789419821,447399138,45,0,0,0,0.00,10.00
1789419822,447395559,45,0,0,0,0.00,9.09
1789419823,447417032,32,1,1,0,0.00,6.19
1789419824,447407560,35,1,1,0,0.00,9.00
1789419825,447398141,48,0,0,0,0.00,13.00
1789419826,447399776,30,0,0,0,0.00,8.00
1789419827,447429462,35,0,0,0,0.00,8.91
1789419828,447405205,48,0,0,0,0.00,8.33
1789419829,447397000,45,0,0,0,0.00,7.37
1789419830,447398848,48,0,0,0,0.00,8.16
1789419831,447419747,46,0,0,0,0.00,8.33
1789419832,447406702,59,1,1,0,0.00,9.57
1789419833,447433707,27,0,0,0,0.00,4.08
1789419834,447431766,62,0,0,0,0.00,15.53
1789419835,447408878,55,0,0,0,0.00,9.47
1789419836,447410041,52,0,0,0,0.00,4.30
1789419837,447398258,44,0,0,0,0.00,10.20
1789419838,447423525,39,0,0,0,0.00,9.09
1789419839,447400846,69,0,0,0,0.00,14.14
1789419840,447391219,39,0,0,0,0.00,12.63
1789419841,447408642,49,0,0,0,0.00,16.16
1789419842,447411118,21,0,0,0,0.00,12.87
1789419843,447409646,27,0,0,0,0.00,25.51
1789419844,447431225,52,0,0,0,0.00,13.00
1789419845,447394855,39,0,0,0,0.00,6.12
1789419846,447399537,71,0,0,0,0.00,15.31
1789419847,447394270,76,1,1,0,0.00,19.23
1789419848,447454052,67,0,0,0,0.00,18.27
1789419849,447403889,44,0,0,0,0.00,11.88
1789419850,447408775,58,0,0,0,0.00,12.00
1789419851,447407712,53,2,2,0,0.00,8.25
1789419852,447410699,55,0,0,0,0.00,13.86
1789419853,449338659,49,0,0,0,0.00,70.71
1789419854,449565739,54,0,0,0,0.00,100.00
1789419855,447408967,61,2,2,0,0.00,21.21
1789419856,447435147,40,0,0,0,0.00,10.78
1789419857,447423388,58,1,1,0,0.00,8.25
1789419858,447406679,47,2,1,0,0.00,11.11
1789419859,447892000,40,0,1,0,0.00,7.22
1789419860,447406410,48,0,0,0,0.00,12.00
1789419861,447405851,43,0,0,0,0.00,9.28
1789419862,447435339,35,1,1,0,0.00,4.12
1789419863,447407880,43,1,1,0,0.00,9.09
1789419864,447428469,36,0,0,0,0.00,9.90
1789419865,447418108,42,0,0,0,0.00,6.38
1789419866,447403796,48,0,0,0,0.00,10.10
1789419867,447425533,39,0,0,0,0.00,9.18
1789419868,447410320,25,0,0,0,0.00,4.08
1789419869,447405157,53,0,1,0,0.00,9.28
1789419870,447396042,45,0,0,0,0.00,11.00
1789419871,447408976,39,0,0,0,0.00,6.25
1789419872,447409959,53,0,0,0,0.00,9.28
1789419873,447421990,40,0,0,0,0.00,11.00
1789419874,447421070,37,0,0,0,0.00,6.00
1789419875,447423199,64,0,0,0,0.00,12.24
1789419876,447405377,41,0,0,0,0.00,10.10
1789419877,447404602,58,1,1,0,0.00,7.37
1789419878,447405876,49,0,0,0,0.00,9.28
1789419879,447437197,38,1,1,0,0.00,10.10
1789419880,447441567,31,0,0,0,0.00,4.04
1789419881,447398987,62,1,1,0,0.00,11.22
1789419882,447423452,31,0,0,0,0.00,6.06
1789419883,447408966,53,0,0,0,0.00,16.35
1789419884,447401528,43,0,1,0,0.00,10.10
1789419885,447429136,34,1,2,0,0.00,3.23
1789419886,447406794,50,0,0,0,0.00,6.25
